council,year,type,process,tonnage
Renfrewshire,2015,Subtotal,Organics recycled,12310
Renfrewshire,2015,Subtotal,Recovered by incineration,19545.19
Renfrewshire,2015,Subtotal,Recovered by co-incineration,
Renfrewshire,2015,Subtotal,Managed by other methods,276.07
Renfrewshire,2015,Subtotal,Disposed by incineration,
Renfrewshire,2015,Subtotal,Landfilled,26819.3
Renfrewshire,2016,Animal and mixed food waste,Generated,2723.26
Renfrewshire,2016,Animal and mixed food waste,Prepared for reuse,
Renfrewshire,2016,Animal and mixed food waste,Recycled,
Renfrewshire,2016,Animal and mixed food waste,Organics recycled,2723.26
Renfrewshire,2016,Animal and mixed food waste,Recovered by incineration,
Renfrewshire,2016,Animal and mixed food waste,Recovered by co-incineration,
Renfrewshire,2016,Animal and mixed food waste,Managed by other methods,
Renfrewshire,2016,Animal and mixed food waste,Disposed by incineration,
Renfrewshire,2016,Animal and mixed food waste,Landfilled,
Renfrewshire,2016,Batteries and accumulators wastes,Generated,10.76
Renfrewshire,2016,Batteries and accumulators wastes,Prepared for reuse,
Renfrewshire,2016,Batteries and accumulators wastes,Recycled,10.76
Renfrewshire,2016,Batteries and accumulators wastes,Organics recycled,
Renfrewshire,2016,Batteries and accumulators wastes,Recovered by incineration,
Renfrewshire,2016,Batteries and accumulators wastes,Recovered by co-incineration,
Renfrewshire,2016,Batteries and accumulators wastes,Managed by other methods,
Renfrewshire,2016,Batteries and accumulators wastes,Disposed by incineration,
Renfrewshire,2016,Batteries and accumulators wastes,Landfilled,
Renfrewshire,2016,Chemical wastes,Generated,
Renfrewshire,2016,Chemical wastes,Prepared for reuse,
Renfrewshire,2016,Chemical wastes,Recycled,
Renfrewshire,2016,Chemical wastes,Organics recycled,
Renfrewshire,2016,Chemical wastes,Recovered by incineration,
Renfrewshire,2016,Chemical wastes,Recovered by co-incineration,
Renfrewshire,2016,Chemical wastes,Managed by other methods,
Renfrewshire,2016,Chemical wastes,Disposed by incineration,
Renfrewshire,2016,Chemical wastes,Landfilled,
Renfrewshire,2016,Combustion wastes,Generated,0
Renfrewshire,2016,Combustion wastes,Prepared for reuse,
Renfrewshire,2016,Combustion wastes,Recycled,
Renfrewshire,2016,Combustion wastes,Organics recycled,
Renfrewshire,2016,Combustion wastes,Recovered by incineration,
Renfrewshire,2016,Combustion wastes,Recovered by co-incineration,
Renfrewshire,2016,Combustion wastes,Managed by other methods,
Renfrewshire,2016,Combustion wastes,Disposed by incineration,
Renfrewshire,2016,Combustion wastes,Landfilled,8019.14
Renfrewshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Generated,941.39
Renfrewshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Prepared for reuse,
Renfrewshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,926.7
Renfrewshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Organics recycled,
Renfrewshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by incineration,
Renfrewshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by co-incineration,
Renfrewshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Managed by other methods,0.02
Renfrewshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Disposed by incineration,
Renfrewshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,14.67
Renfrewshire,2016,Discarded vehicles,Generated,
Renfrewshire,2016,Discarded vehicles,Prepared for reuse,
Renfrewshire,2016,Discarded vehicles,Recycled,
Renfrewshire,2016,Discarded vehicles,Organics recycled,
Renfrewshire,2016,Discarded vehicles,Recovered by incineration,
Renfrewshire,2016,Discarded vehicles,Recovered by co-incineration,
Renfrewshire,2016,Discarded vehicles,Managed by other methods,
Renfrewshire,2016,Discarded vehicles,Disposed by incineration,
Renfrewshire,2016,Discarded vehicles,Landfilled,
Renfrewshire,2016,Glass wastes,Generated,0
Renfrewshire,2016,Glass wastes,Prepared for reuse,
Renfrewshire,2016,Glass wastes,Recycled,3756.45
Renfrewshire,2016,Glass wastes,Organics recycled,
Renfrewshire,2016,Glass wastes,Recovered by incineration,
Renfrewshire,2016,Glass wastes,Recovered by co-incineration,
Renfrewshire,2016,Glass wastes,Managed by other methods,
Renfrewshire,2016,Glass wastes,Disposed by incineration,
Renfrewshire,2016,Glass wastes,Landfilled,
Renfrewshire,2016,Health care and biological wastes,Generated,
Renfrewshire,2016,Health care and biological wastes,Prepared for reuse,
Renfrewshire,2016,Health care and biological wastes,Recycled,
Renfrewshire,2016,Health care and biological wastes,Organics recycled,
Renfrewshire,2016,Health care and biological wastes,Recovered by incineration,
Renfrewshire,2016,Health care and biological wastes,Recovered by co-incineration,
Renfrewshire,2016,Health care and biological wastes,Managed by other methods,
Renfrewshire,2016,Health care and biological wastes,Disposed by incineration,
Renfrewshire,2016,Health care and biological wastes,Landfilled,
Renfrewshire,2016,Household and similar wastes,Generated,50112.39
Renfrewshire,2016,Household and similar wastes,Prepared for reuse,0
Renfrewshire,2016,Household and similar wastes,Recycled,0
Renfrewshire,2016,Household and similar wastes,Organics recycled,
Renfrewshire,2016,Household and similar wastes,Recovered by incineration,20334.24
Renfrewshire,2016,Household and similar wastes,Recovered by co-incineration,
Renfrewshire,2016,Household and similar wastes,Managed by other methods,0.45
Renfrewshire,2016,Household and similar wastes,Disposed by incineration,
Renfrewshire,2016,Household and similar wastes,Landfilled,11890.51
Renfrewshire,2016,"Metallic wastes, ferrous",Generated,0
Renfrewshire,2016,"Metallic wastes, ferrous",Prepared for reuse,
Renfrewshire,2016,"Metallic wastes, ferrous",Recycled,380.6
Renfrewshire,2016,"Metallic wastes, ferrous",Organics recycled,
Renfrewshire,2016,"Metallic wastes, ferrous",Recovered by incineration,
Renfrewshire,2016,"Metallic wastes, ferrous",Recovered by co-incineration,
Renfrewshire,2016,"Metallic wastes, ferrous",Managed by other methods,
Renfrewshire,2016,"Metallic wastes, ferrous",Disposed by incineration,
Renfrewshire,2016,"Metallic wastes, ferrous",Landfilled,
Renfrewshire,2016,"Metallic wastes, mixed ferrous and non-ferrous",Generated,981.15
Renfrewshire,2016,"Metallic wastes, mixed ferrous and non-ferrous",Prepared for reuse,
Renfrewshire,2016,"Metallic wastes, mixed ferrous and non-ferrous",Recycled,3891.12
Renfrewshire,2016,"Metallic wastes, mixed ferrous and non-ferrous",Organics recycled,
Renfrewshire,2016,"Metallic wastes, mixed ferrous and non-ferrous",Recovered by incineration,
Renfrewshire,2016,"Metallic wastes, mixed ferrous and non-ferrous",Recovered by co-incineration,
Renfrewshire,2016,"Metallic wastes, mixed ferrous and non-ferrous",Managed by other methods,286.39
Renfrewshire,2016,"Metallic wastes, mixed ferrous and non-ferrous",Disposed by incineration,
Renfrewshire,2016,"Metallic wastes, mixed ferrous and non-ferrous",Landfilled,0
Renfrewshire,2016,"Metallic wastes, non-ferrous",Generated,0
Renfrewshire,2016,"Metallic wastes, non-ferrous",Prepared for reuse,
Renfrewshire,2016,"Metallic wastes, non-ferrous",Recycled,187.23
Renfrewshire,2016,"Metallic wastes, non-ferrous",Organics recycled,
Renfrewshire,2016,"Metallic wastes, non-ferrous",Recovered by incineration,
Renfrewshire,2016,"Metallic wastes, non-ferrous",Recovered by co-incineration,
Renfrewshire,2016,"Metallic wastes, non-ferrous",Managed by other methods,
Renfrewshire,2016,"Metallic wastes, non-ferrous",Disposed by incineration,
Renfrewshire,2016,"Metallic wastes, non-ferrous",Landfilled,
Renfrewshire,2016,Mineral waste from construction and demolition,Generated,2032.82
Renfrewshire,2016,Mineral waste from construction and demolition,Prepared for reuse,
Renfrewshire,2016,Mineral waste from construction and demolition,Recycled,5269.04
Renfrewshire,2016,Mineral waste from construction and demolition,Organics recycled,
Renfrewshire,2016,Mineral waste from construction and demolition,Recovered by incineration,
Renfrewshire,2016,Mineral waste from construction and demolition,Recovered by co-incineration,
Renfrewshire,2016,Mineral waste from construction and demolition,Managed by other methods,
Renfrewshire,2016,Mineral waste from construction and demolition,Disposed by incineration,
Renfrewshire,2016,Mineral waste from construction and demolition,Landfilled,0
Renfrewshire,2016,Mixed and undifferentiated materials,Generated,15938.87
Renfrewshire,2016,Mixed and undifferentiated materials,Prepared for reuse,
Renfrewshire,2016,Mixed and undifferentiated materials,Recycled,
Renfrewshire,2016,Mixed and undifferentiated materials,Organics recycled,
Renfrewshire,2016,Mixed and undifferentiated materials,Recovered by incineration,2247.95
Renfrewshire,2016,Mixed and undifferentiated materials,Recovered by co-incineration,
Renfrewshire,2016,Mixed and undifferentiated materials,Managed by other methods,0.13
Renfrewshire,2016,Mixed and undifferentiated materials,Disposed by incineration,
Renfrewshire,2016,Mixed and undifferentiated materials,Landfilled,316.56
Renfrewshire,2016,Paper and cardboard wastes,Generated,154.37
Renfrewshire,2016,Paper and cardboard wastes,Prepared for reuse,
Renfrewshire,2016,Paper and cardboard wastes,Recycled,6580.95
Renfrewshire,2016,Paper and cardboard wastes,Organics recycled,
Renfrewshire,2016,Paper and cardboard wastes,Recovered by incineration,
Renfrewshire,2016,Paper and cardboard wastes,Recovered by co-incineration,
Renfrewshire,2016,Paper and cardboard wastes,Managed by other methods,
Renfrewshire,2016,Paper and cardboard wastes,Disposed by incineration,
Renfrewshire,2016,Paper and cardboard wastes,Landfilled,0
Renfrewshire,2016,Plastic wastes,Generated,0
Renfrewshire,2016,Plastic wastes,Prepared for reuse,
Renfrewshire,2016,Plastic wastes,Recycled,3540.42
Renfrewshire,2016,Plastic wastes,Organics recycled,
Renfrewshire,2016,Plastic wastes,Recovered by incineration,
Renfrewshire,2016,Plastic wastes,Recovered by co-incineration,
Renfrewshire,2016,Plastic wastes,Managed by other methods,
Renfrewshire,2016,Plastic wastes,Disposed by incineration,
Renfrewshire,2016,Plastic wastes,Landfilled,
Renfrewshire,2016,Rubber wastes,Generated,
Renfrewshire,2016,Rubber wastes,Prepared for reuse,
Renfrewshire,2016,Rubber wastes,Recycled,
Renfrewshire,2016,Rubber wastes,Organics recycled,
Renfrewshire,2016,Rubber wastes,Recovered by incineration,
Renfrewshire,2016,Rubber wastes,Recovered by co-incineration,
Renfrewshire,2016,Rubber wastes,Managed by other methods,
Renfrewshire,2016,Rubber wastes,Disposed by incineration,
Renfrewshire,2016,Rubber wastes,Landfilled,
Renfrewshire,2016,Soils,Generated,
Renfrewshire,2016,Soils,Prepared for reuse,
Renfrewshire,2016,Soils,Recycled,
Renfrewshire,2016,Soils,Organics recycled,
Renfrewshire,2016,Soils,Recovered by incineration,
Renfrewshire,2016,Soils,Recovered by co-incineration,
Renfrewshire,2016,Soils,Managed by other methods,
Renfrewshire,2016,Soils,Disposed by incineration,
Renfrewshire,2016,Soils,Landfilled,
Renfrewshire,2016,Textile wastes,Generated,85.92
Renfrewshire,2016,Textile wastes,Prepared for reuse,85.92
Renfrewshire,2016,Textile wastes,Recycled,79.62
Renfrewshire,2016,Textile wastes,Organics recycled,
Renfrewshire,2016,Textile wastes,Recovered by incineration,
Renfrewshire,2016,Textile wastes,Recovered by co-incineration,
Renfrewshire,2016,Textile wastes,Managed by other methods,
Renfrewshire,2016,Textile wastes,Disposed by incineration,
Renfrewshire,2016,Textile wastes,Landfilled,
Renfrewshire,2016,Used oils,Generated,17.44
Renfrewshire,2016,Used oils,Prepared for reuse,
Renfrewshire,2016,Used oils,Recycled,13.08
Renfrewshire,2016,Used oils,Organics recycled,
Renfrewshire,2016,Used oils,Recovered by incineration,
Renfrewshire,2016,Used oils,Recovered by co-incineration,
Renfrewshire,2016,Used oils,Managed by other methods,
Renfrewshire,2016,Used oils,Disposed by incineration,
Renfrewshire,2016,Used oils,Landfilled,4.36
Renfrewshire,2016,Vegetal wastes,Generated,9481.48
Renfrewshire,2016,Vegetal wastes,Prepared for reuse,
Renfrewshire,2016,Vegetal wastes,Recycled,
Renfrewshire,2016,Vegetal wastes,Organics recycled,9481.48
Renfrewshire,2016,Vegetal wastes,Recovered by incineration,
Renfrewshire,2016,Vegetal wastes,Recovered by co-incineration,
Renfrewshire,2016,Vegetal wastes,Managed by other methods,
Renfrewshire,2016,Vegetal wastes,Disposed by incineration,
Renfrewshire,2016,Vegetal wastes,Landfilled,
Renfrewshire,2016,Wood wastes,Generated,1180.94
Renfrewshire,2016,Wood wastes,Prepared for reuse,
Renfrewshire,2016,Wood wastes,Recycled,3620.25
Renfrewshire,2016,Wood wastes,Organics recycled,
Renfrewshire,2016,Wood wastes,Recovered by incineration,
Renfrewshire,2016,Wood wastes,Recovered by co-incineration,
Renfrewshire,2016,Wood wastes,Managed by other methods,
Renfrewshire,2016,Wood wastes,Disposed by incineration,
Renfrewshire,2016,Wood wastes,Landfilled,0
Renfrewshire,2016,Subtotal,Generated,83660.79
Renfrewshire,2016,Subtotal,Prepared for reuse,85.92
Renfrewshire,2016,Subtotal,Recycled,28256.22
Renfrewshire,2016,Subtotal,Organics recycled,12204.74
Renfrewshire,2016,Subtotal,Recovered by incineration,22582.19
Renfrewshire,2016,Subtotal,Recovered by co-incineration,
Renfrewshire,2016,Subtotal,Managed by other methods,286.99
Renfrewshire,2016,Subtotal,Disposed by incineration,
Renfrewshire,2016,Subtotal,Landfilled,20245.24
Renfrewshire,2017,Animal and mixed food waste,Generated,3036.21
Renfrewshire,2017,Animal and mixed food waste,Prepared for reuse,
Renfrewshire,2017,Animal and mixed food waste,Recycled,
Renfrewshire,2017,Animal and mixed food waste,Organics recycled,3036.21
Renfrewshire,2017,Animal and mixed food waste,Recovered by incineration,
Renfrewshire,2017,Animal and mixed food waste,Recovered by co-incineration,
Renfrewshire,2017,Animal and mixed food waste,Managed by other methods,
Renfrewshire,2017,Animal and mixed food waste,Disposed by incineration,
Renfrewshire,2017,Animal and mixed food waste,Landfilled,
Renfrewshire,2017,Batteries and accumulators wastes,Generated,14.99
Renfrewshire,2017,Batteries and accumulators wastes,Prepared for reuse,
Renfrewshire,2017,Batteries and accumulators wastes,Recycled,15.82
Renfrewshire,2017,Batteries and accumulators wastes,Organics recycled,
Renfrewshire,2017,Batteries and accumulators wastes,Recovered by incineration,
Renfrewshire,2017,Batteries and accumulators wastes,Recovered by co-incineration,
Renfrewshire,2017,Batteries and accumulators wastes,Managed by other methods,
Renfrewshire,2017,Batteries and accumulators wastes,Disposed by incineration,
Renfrewshire,2017,Batteries and accumulators wastes,Landfilled,
Renfrewshire,2017,Chemical wastes,Generated,
Renfrewshire,2017,Chemical wastes,Prepared for reuse,
Renfrewshire,2017,Chemical wastes,Recycled,
Renfrewshire,2017,Chemical wastes,Organics recycled,
Renfrewshire,2017,Chemical wastes,Recovered by incineration,
Renfrewshire,2017,Chemical wastes,Recovered by co-incineration,
Renfrewshire,2017,Chemical wastes,Managed by other methods,
Renfrewshire,2017,Chemical wastes,Disposed by incineration,
Renfrewshire,2017,Chemical wastes,Landfilled,
Renfrewshire,2017,Combustion wastes,Generated,0
Renfrewshire,2017,Combustion wastes,Prepared for reuse,
Renfrewshire,2017,Combustion wastes,Recycled,
Renfrewshire,2017,Combustion wastes,Organics recycled,
Renfrewshire,2017,Combustion wastes,Recovered by incineration,
Renfrewshire,2017,Combustion wastes,Recovered by co-incineration,
Renfrewshire,2017,Combustion wastes,Managed by other methods,
Renfrewshire,2017,Combustion wastes,Disposed by incineration,
Renfrewshire,2017,Combustion wastes,Landfilled,7727.6
Renfrewshire,2017,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Generated,1017.59
Renfrewshire,2017,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Prepared for reuse,
Renfrewshire,2017,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,1002.65
Renfrewshire,2017,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Organics recycled,
Renfrewshire,2017,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by incineration,
Renfrewshire,2017,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by co-incineration,
Renfrewshire,2017,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Managed by other methods,0
Renfrewshire,2017,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Disposed by incineration,
Renfrewshire,2017,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,14.94
Renfrewshire,2017,Discarded vehicles,Generated,
Renfrewshire,2017,Discarded vehicles,Prepared for reuse,
Renfrewshire,2017,Discarded vehicles,Recycled,
Renfrewshire,2017,Discarded vehicles,Organics recycled,
Renfrewshire,2017,Discarded vehicles,Recovered by incineration,
Renfrewshire,2017,Discarded vehicles,Recovered by co-incineration,
Renfrewshire,2017,Discarded vehicles,Managed by other methods,
Renfrewshire,2017,Discarded vehicles,Disposed by incineration,
Renfrewshire,2017,Discarded vehicles,Landfilled,
Renfrewshire,2017,Glass wastes,Generated,0
Renfrewshire,2017,Glass wastes,Prepared for reuse,
Renfrewshire,2017,Glass wastes,Recycled,3560.87
Renfrewshire,2017,Glass wastes,Organics recycled,
Renfrewshire,2017,Glass wastes,Recovered by incineration,
Renfrewshire,2017,Glass wastes,Recovered by co-incineration,
Renfrewshire,2017,Glass wastes,Managed by other methods,
Renfrewshire,2017,Glass wastes,Disposed by incineration,
Renfrewshire,2017,Glass wastes,Landfilled,
Renfrewshire,2017,Health care and biological wastes,Generated,
Renfrewshire,2017,Health care and biological wastes,Prepared for reuse,
Renfrewshire,2017,Health care and biological wastes,Recycled,
Renfrewshire,2017,Health care and biological wastes,Organics recycled,
Renfrewshire,2017,Health care and biological wastes,Recovered by incineration,
Renfrewshire,2017,Health care and biological wastes,Recovered by co-incineration,
Renfrewshire,2017,Health care and biological wastes,Managed by other methods,
Renfrewshire,2017,Health care and biological wastes,Disposed by incineration,
Renfrewshire,2017,Health care and biological wastes,Landfilled,
Renfrewshire,2017,Household and similar wastes,Generated,51140
Renfrewshire,2017,Household and similar wastes,Prepared for reuse,
Renfrewshire,2017,Household and similar wastes,Recycled,
Renfrewshire,2017,Household and similar wastes,Organics recycled,
Renfrewshire,2017,Household and similar wastes,Recovered by incineration,513.11
Renfrewshire,2017,Household and similar wastes,Recovered by co-incineration,
Renfrewshire,2017,Household and similar wastes,Managed by other methods,0.01
Renfrewshire,2017,Household and similar wastes,Disposed by incineration,
Renfrewshire,2017,Household and similar wastes,Landfilled,15588.05
Renfrewshire,2017,"Metallic wastes, ferrous",Generated,0
Renfrewshire,2017,"Metallic wastes, ferrous",Prepared for reuse,
Renfrewshire,2017,"Metallic wastes, ferrous",Recycled,347.86
Renfrewshire,2017,"Metallic wastes, ferrous",Organics recycled,
Renfrewshire,2017,"Metallic wastes, ferrous",Recovered by incineration,
Renfrewshire,2017,"Metallic wastes, ferrous",Recovered by co-incineration,
Renfrewshire,2017,"Metallic wastes, ferrous",Managed by other methods,
Renfrewshire,2017,"Metallic wastes, ferrous",Disposed by incineration,
Renfrewshire,2017,"Metallic wastes, ferrous",Landfilled,
Renfrewshire,2017,"Metallic wastes, mixed ferrous and non-ferrous",Generated,950.27
Renfrewshire,2017,"Metallic wastes, mixed ferrous and non-ferrous",Prepared for reuse,
Renfrewshire,2017,"Metallic wastes, mixed ferrous and non-ferrous",Recycled,3788.91
Renfrewshire,2017,"Metallic wastes, mixed ferrous and non-ferrous",Organics recycled,
Renfrewshire,2017,"Metallic wastes, mixed ferrous and non-ferrous",Recovered by incineration,
Renfrewshire,2017,"Metallic wastes, mixed ferrous and non-ferrous",Recovered by co-incineration,
Renfrewshire,2017,"Metallic wastes, mixed ferrous and non-ferrous",Managed by other methods,275.98
Renfrewshire,2017,"Metallic wastes, mixed ferrous and non-ferrous",Disposed by incineration,
Renfrewshire,2017,"Metallic wastes, mixed ferrous and non-ferrous",Landfilled,
Renfrewshire,2017,"Metallic wastes, non-ferrous",Generated,0
Renfrewshire,2017,"Metallic wastes, non-ferrous",Prepared for reuse,
Renfrewshire,2017,"Metallic wastes, non-ferrous",Recycled,149.86
Renfrewshire,2017,"Metallic wastes, non-ferrous",Organics recycled,
Renfrewshire,2017,"Metallic wastes, non-ferrous",Recovered by incineration,
Renfrewshire,2017,"Metallic wastes, non-ferrous",Recovered by co-incineration,
Renfrewshire,2017,"Metallic wastes, non-ferrous",Managed by other methods,
Renfrewshire,2017,"Metallic wastes, non-ferrous",Disposed by incineration,
Renfrewshire,2017,"Metallic wastes, non-ferrous",Landfilled,
Renfrewshire,2017,Mineral waste from construction and demolition,Generated,1158
Renfrewshire,2017,Mineral waste from construction and demolition,Prepared for reuse,
Renfrewshire,2017,Mineral waste from construction and demolition,Recycled,5358.87
Renfrewshire,2017,Mineral waste from construction and demolition,Organics recycled,
Renfrewshire,2017,Mineral waste from construction and demolition,Recovered by incineration,
Renfrewshire,2017,Mineral waste from construction and demolition,Recovered by co-incineration,
Renfrewshire,2017,Mineral waste from construction and demolition,Managed by other methods,
Renfrewshire,2017,Mineral waste from construction and demolition,Disposed by incineration,
Renfrewshire,2017,Mineral waste from construction and demolition,Landfilled,
Renfrewshire,2017,Mixed and undifferentiated materials,Generated,15620.92
Renfrewshire,2017,Mixed and undifferentiated materials,Prepared for reuse,
Renfrewshire,2017,Mixed and undifferentiated materials,Recycled,
Renfrewshire,2017,Mixed and undifferentiated materials,Organics recycled,
Renfrewshire,2017,Mixed and undifferentiated materials,Recovered by incineration,19081.89
Renfrewshire,2017,Mixed and undifferentiated materials,Recovered by co-incineration,
Renfrewshire,2017,Mixed and undifferentiated materials,Managed by other methods,0.01
Renfrewshire,2017,Mixed and undifferentiated materials,Disposed by incineration,
Renfrewshire,2017,Mixed and undifferentiated materials,Landfilled,310.53
Renfrewshire,2017,Paper and cardboard wastes,Generated,125
Renfrewshire,2017,Paper and cardboard wastes,Prepared for reuse,
Renfrewshire,2017,Paper and cardboard wastes,Recycled,6411.18
Renfrewshire,2017,Paper and cardboard wastes,Organics recycled,
Renfrewshire,2017,Paper and cardboard wastes,Recovered by incineration,
Renfrewshire,2017,Paper and cardboard wastes,Recovered by co-incineration,
Renfrewshire,2017,Paper and cardboard wastes,Managed by other methods,
Renfrewshire,2017,Paper and cardboard wastes,Disposed by incineration,
Renfrewshire,2017,Paper and cardboard wastes,Landfilled,
Renfrewshire,2017,Plastic wastes,Generated,0
Renfrewshire,2017,Plastic wastes,Prepared for reuse,
Renfrewshire,2017,Plastic wastes,Recycled,3441.74
Renfrewshire,2017,Plastic wastes,Organics recycled,
Renfrewshire,2017,Plastic wastes,Recovered by incineration,
Renfrewshire,2017,Plastic wastes,Recovered by co-incineration,
Renfrewshire,2017,Plastic wastes,Managed by other methods,
Renfrewshire,2017,Plastic wastes,Disposed by incineration,
Renfrewshire,2017,Plastic wastes,Landfilled,
Renfrewshire,2017,Rubber wastes,Generated,
Renfrewshire,2017,Rubber wastes,Prepared for reuse,
Renfrewshire,2017,Rubber wastes,Recycled,
Renfrewshire,2017,Rubber wastes,Organics recycled,
Renfrewshire,2017,Rubber wastes,Recovered by incineration,
Renfrewshire,2017,Rubber wastes,Recovered by co-incineration,
Renfrewshire,2017,Rubber wastes,Managed by other methods,
Renfrewshire,2017,Rubber wastes,Disposed by incineration,
Renfrewshire,2017,Rubber wastes,Landfilled,
Renfrewshire,2017,Soils,Generated,
Renfrewshire,2017,Soils,Prepared for reuse,
Renfrewshire,2017,Soils,Recycled,
Renfrewshire,2017,Soils,Organics recycled,
Renfrewshire,2017,Soils,Recovered by incineration,
Renfrewshire,2017,Soils,Recovered by co-incineration,
Renfrewshire,2017,Soils,Managed by other methods,
Renfrewshire,2017,Soils,Disposed by incineration,
Renfrewshire,2017,Soils,Landfilled,
Renfrewshire,2017,Textile wastes,Generated,93.82
Renfrewshire,2017,Textile wastes,Prepared for reuse,93.82
Renfrewshire,2017,Textile wastes,Recycled,36.76
Renfrewshire,2017,Textile wastes,Organics recycled,
Renfrewshire,2017,Textile wastes,Recovered by incineration,
Renfrewshire,2017,Textile wastes,Recovered by co-incineration,
Renfrewshire,2017,Textile wastes,Managed by other methods,
Renfrewshire,2017,Textile wastes,Disposed by incineration,
Renfrewshire,2017,Textile wastes,Landfilled,
Renfrewshire,2017,Used oils,Generated,12.08
Renfrewshire,2017,Used oils,Prepared for reuse,
Renfrewshire,2017,Used oils,Recycled,12.08
Renfrewshire,2017,Used oils,Organics recycled,
Renfrewshire,2017,Used oils,Recovered by incineration,
Renfrewshire,2017,Used oils,Recovered by co-incineration,
Renfrewshire,2017,Used oils,Managed by other methods,
Renfrewshire,2017,Used oils,Disposed by incineration,
Renfrewshire,2017,Used oils,Landfilled,
Renfrewshire,2017,Vegetal wastes,Generated,9326.45
Renfrewshire,2017,Vegetal wastes,Prepared for reuse,
Renfrewshire,2017,Vegetal wastes,Recycled,
Renfrewshire,2017,Vegetal wastes,Organics recycled,9326.45
Renfrewshire,2017,Vegetal wastes,Recovered by incineration,
Renfrewshire,2017,Vegetal wastes,Recovered by co-incineration,
Renfrewshire,2017,Vegetal wastes,Managed by other methods,
Renfrewshire,2017,Vegetal wastes,Disposed by incineration,
Renfrewshire,2017,Vegetal wastes,Landfilled,
Renfrewshire,2017,Wood wastes,Generated,1030.91
Renfrewshire,2017,Wood wastes,Prepared for reuse,
Renfrewshire,2017,Wood wastes,Recycled,3339.48
Renfrewshire,2017,Wood wastes,Organics recycled,
Renfrewshire,2017,Wood wastes,Recovered by incineration,
Renfrewshire,2017,Wood wastes,Recovered by co-incineration,
Renfrewshire,2017,Wood wastes,Managed by other methods,
Renfrewshire,2017,Wood wastes,Disposed by incineration,
Renfrewshire,2017,Wood wastes,Landfilled,
Renfrewshire,2017,Subtotal,Generated,83526.24
Renfrewshire,2017,Subtotal,Prepared for reuse,93.82
Renfrewshire,2017,Subtotal,Recycled,27466.08
Renfrewshire,2017,Subtotal,Organics recycled,12362.66
Renfrewshire,2017,Subtotal,Recovered by incineration,19595
Renfrewshire,2017,Subtotal,Recovered by co-incineration,
Renfrewshire,2017,Subtotal,Managed by other methods,276
Renfrewshire,2017,Subtotal,Disposed by incineration,
Renfrewshire,2017,Subtotal,Landfilled,23641.12
Renfrewshire,2018,Animal and mixed food waste,Generated,2647.3
Renfrewshire,2018,Animal and mixed food waste,Prepared for reuse,
Renfrewshire,2018,Animal and mixed food waste,Recycled,
Renfrewshire,2018,Animal and mixed food waste,Organics recycled,2647.3
Renfrewshire,2018,Animal and mixed food waste,Recovered by incineration,
Renfrewshire,2018,Animal and mixed food waste,Recovered by co-incineration,
Renfrewshire,2018,Animal and mixed food waste,Managed by other methods,
Renfrewshire,2018,Animal and mixed food waste,Disposed by incineration,
Renfrewshire,2018,Animal and mixed food waste,Landfilled,
Renfrewshire,2018,Batteries and accumulators wastes,Generated,49.18
Renfrewshire,2018,Batteries and accumulators wastes,Prepared for reuse,
Renfrewshire,2018,Batteries and accumulators wastes,Recycled,52.05
Renfrewshire,2018,Batteries and accumulators wastes,Organics recycled,
Renfrewshire,2018,Batteries and accumulators wastes,Recovered by incineration,
Renfrewshire,2018,Batteries and accumulators wastes,Recovered by co-incineration,
Renfrewshire,2018,Batteries and accumulators wastes,Managed by other methods,
Renfrewshire,2018,Batteries and accumulators wastes,Disposed by incineration,
Renfrewshire,2018,Batteries and accumulators wastes,Landfilled,
Renfrewshire,2018,Chemical wastes,Generated,
Renfrewshire,2018,Chemical wastes,Prepared for reuse,
Renfrewshire,2018,Chemical wastes,Recycled,
Renfrewshire,2018,Chemical wastes,Organics recycled,
Renfrewshire,2018,Chemical wastes,Recovered by incineration,
Renfrewshire,2018,Chemical wastes,Recovered by co-incineration,
Renfrewshire,2018,Chemical wastes,Managed by other methods,
